INSTNM,HIGHDEG,CONTROL,ADM_RATE,UGDS
Southeast Missouri State University,4,1,0.8429,9098
Missouri State University-Springfield,4,1,0.8585,16617
Three Rivers College,2,1,NULL,3057
North Central Missouri College,2,1,NULL,1085
Kansas City University,4,2,NULL,NULL
Washington University in St Louis,4,2,0.1674,7032
Webster University,4,2,0.5612,3150
Wentworth Military Academy and College,2,2,NULL,328
Westminster College,3,2,0.6367,940
William Jewell College,4,2,0.4938,1053
William Woods University,4,2,0.7312,968
Academy of Cosmetology Inc,1,3,NULL,31
Blackfeet Community College,2,2,NULL,440
Butte Academy of Beauty Culture,1,3,NULL,37
Highlands College of Montana Tech,2,1,NULL,549
Crevier's Academy of Cosmetology Arts,1,3,NULL,84
Carroll College,3,2,0.641,1428
Dawson Community College,2,1,NULL,207
Chief Dull Knife College,2,1,NULL,170
Montana State University Billings,4,1,NULL,3727
Flathead Valley Community College,2,1,NULL,1570
Aaniiih Nakoda College,2,1,NULL,121
Fort Peck Community College,2,1,NULL,272
Great Falls College Montana State University,2,1,NULL,1397
University of Providence,4,2,0.5983,1052
Helena College University of Montana,2,1,NULL,948
Little Big Horn College,2,1,NULL,231
Miles Community College,2,1,NULL,368
Modern Beauty School Inc,1,3,NULL,34
Montana Technological University,4,1,0.8879,1898
Montana State University,4,1,0.8286,13488
The University of Montana,4,1,0.9102,10175
Montana State University-Northern,4,1,1,1154
Rocky Mountain College,4,2,0.6985,906
Salish Kootenai College,3,2,NULL,717
The University of Montana-Western,3,1,NULL,1353
La'James International College,1,3,NULL,24
Bellevue University,4,2,NULL,6002
Clarkson College,4,2,0.5181,704
Bryan College of Health Sciences,4,2,0.8551,602
Central Community College,2,1,NULL,3965
Chadron State College,4,1,NULL,2099
College of Hair Design-Downtown,1,3,NULL,103
Concordia University-Nebraska,4,2,0.7768,1255
Creighton University,4,2,0.7048,4080
Doane University,3,2,0.7659,1053
Grace University,4,2,0.5864,390
Hastings College,4,2,0.7115,1103
CHI Health School of Radiologic Technology,2,2,NULL,19
Joseph's College Cosmetology,1,3,NULL,245
University of Nebraska at Kearney,4,1,0.8538,4819
Purdue University Global-Lincoln,4,3,NULL,449
Nebraska Methodist College of Nursing & Allied Health,4,2,0.3427,765
Metropolitan Community College Area,2,1,NULL,6130
Mid-Plains Community College,2,1,NULL,1215
Midland University,4,2,0.6063,1220
Nebraska Christian College of Hope International University,3,2,NULL,127
University of Nebraska at Omaha,4,1,0.7594,12287
Purdue University Global-Omaha,4,3,NULL,597
Nebraska Indian Community College,2,1,NULL,139
University of Nebraska Medical Center,4,1,NULL,865
Nebraska Wesleyan University,4,2,0.788,1781
University of Nebraska-Lincoln,4,1,0.7636,20182
Northeast Community College,2,1,NULL,2714
Peru State College,4,1,NULL,1466
Summit Christian College,3,2,1,32
College of Saint Mary,4,2,0.6146,705
Southeast Community College Area,2,1,NULL,6516
Union College,4,2,0.5614,762
Vatterott College-Spring Valley,2,3,NULL,6
Nebraska College of Technical Agriculture,2,1,NULL,253
Wayne State College,4,1,NULL,2783
Regional West Medical Center School of Radiologic Technology,1,2,NULL,11
Western Nebraska Community College,2,1,NULL,1232
York College,4,2,0.4374,404
Academy of Hair Design-Las Vegas,1,3,NULL,48
Career College of Northern Nevada,2,3,NULL,541
College of Southern Nevada,3,1,NULL,28685
The Art Institute of Las Vegas,3,3,NULL,846
Las Vegas College,2,2,NULL,417
University of Nevada-Las Vegas,4,1,0.8841,23325
University of Nevada-Reno,4,1,0.7852,17295
Great Basin College,3,1,NULL,1926
Sierra Nevada University,4,2,0.657,498
Truckee Meadows Community College,2,1,NULL,8548
Western Nevada College,3,1,NULL,3327
Colby-Sawyer College,3,2,0.9019,1205
Continental Academie of Hair Design-Hudson,1,3,NULL,45
Daniel Webster College,4,3,0.6196,675
Dartmouth College,4,2,0.1097,4214
Empire Beauty School-Laconia,1,3,NULL,53
Empire Beauty School-Somersworth,1,3,NULL,112
Franklin Pierce University,4,2,0.7971,1661
University of New Hampshire-Franklin Pierce School of Law,4,1,NULL,NULL
Mount Washington College,3,3,NULL,747
Keene Beauty Academy,1,3,NULL,59
Magdalen College,3,2,0.9828,87
Michael's School of Hair Design & Esthetics,1,3,NULL,137
New England College,4,2,0.9775,1886
New England School of Hair Design,1,3,NULL,33
Southern New Hampshire University,4,2,0.9171,41986
New Hampshire Institute for Therapeutic Arts,1,3,NULL,33
University of New Hampshire-Main Campus,4,1,0.7861,12789
Keene State College,4,1,0.7876,4186
University of New Hampshire at Manchester,3,1,0.7317,696
Plymouth State University,4,1,0.7357,4000
NHTI-Concord's Community College,2,1,NULL,3642
White Mountains Community College,2,1,NULL,585
River Valley Community College,2,1,NULL,865
Lakes Region Community College,2,1,NULL,981
Manchester Community College,2,1,NULL,2582
Nashua Community College,2,1,NULL,1824
Great Bay Community College,2,1,NULL,1811
Paul Mitchell the School-Portsmouth,1,3,NULL,52
Rivier University,4,2,0.5732,1344
Saint Anselm College,3,2,0.729,1908
St Joseph School of Nursing,2,2,NULL,123
Granite State College,4,1,NULL,1812
Thomas More College of Liberal Arts,3,2,0.9706,87
Eastwick College-Hackensack,2,3,0.5179,337
Assumption College for Sisters,2,2,NULL,31
Atlantic Cape Community College,2,1,NULL,5950
Fortis Institute-Wayne,1,3,NULL,523
Bergen Community College,2,1,NULL,13575
Berkeley College-Woodland Park,3,3,NULL,3794
Beth Medrash Govoha,4,2,NULL,2747
Bloomfield College,4,2,0.597,1937
Brookdale Community College,2,1,NULL,11805
Rowan College at Burlington County,2,1,NULL,8014
Caldwell University,4,2,0.6354,1576
Camden County College,2,1,NULL,10284
Centenary University,4,2,0.8676,1548
Adult and Continuing Education-BCTS,1,1,NULL,82
Branford Hall Career Institute-Parsippany,1,3,NULL,96
Lincoln Technical Institute-Iselin,1,3,NULL,427
American Institute-Clifton,1,3,NULL,661
Cooper Health System Center for Allied Health Education,1,2,NULL,15
County College of Morris,2,1,NULL,7170
Rowan College South Jersey Cumberland Campus,2,1,NULL,3384
Divers Academy International,1,3,NULL,71
Drew University,4,2,0.7031,1346
duCret School of Arts,1,2,1,27
Lincoln Technical Institute-South Plainfield,1,3,NULL,313
Essex County College,2,1,NULL,9828
Empire Beauty School-Union,1,3,NULL,107
Fairleigh Dickinson University-Metropolitan Campus,4,2,0.7951,3707
Felician University,4,2,0.7879,1600
Fairleigh Dickinson University-Florham Campus,4,2,0.8315,2506
Hohokus School of Trade and Technical Sciences,1,3,NULL,201
Georgian Court University,4,2,0.7284,1352
Rowan University,4,1,0.7109,12912
Rowan College of South Jersey Gloucester Campus,2,1,NULL,6128
Empire Beauty School-Cherry Hill,1,3,NULL,82
Harris School of Business-Cherry Hill Campus,1,3,NULL,436
Eastwick College-Ramsey,2,3,0.6916,709
Holy Name Medical Center-Sister Claire Tynan School of Nursing,1,2,0,171
Hudson County Community College,2,1,NULL,8510
New Jersey City University,4,1,0.8673,6201
Joe Kubert School of Cartoon and Graphic Art,1,3,0.9861,99
Kean University,4,1,0.7427,11755
Harris School of Business-Voorhees Campus,1,3,NULL,406
Lincoln Technical Institute-Union,1,3,NULL,1157
Rizzieri Aveda School for Beauty and Wellness,1,3,NULL,247
Mercer County Community College,2,1,NULL,7012
Middlesex College,2,1,NULL,10675
Monmouth University,4,2,0.7419,4661
Montclair State University,4,1,0.7007,16129
HackensackUMC Mountainside School of Nursing,1,3,NULL,63
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Imaging,1,2,0.6667,62
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,1,2,0.2222,383
Eastwick College-Nutley,2,3,0.4356,323
Empire Beauty School-Jersey City,1,3,NULL,80
New Brunswick Theological Seminary,4,2,NULL,NULL
Robert Fiance Beauty Schools-West New York,1,3,NULL,311
New Jersey Institute of Technology,4,1,0.6076,7049
Ocean County College,2,1,NULL,7535
P B Cosmetology Education Center,1,3,NULL,215
Parisian Beauty School,1,3,NULL,316
Passaic County Community College,2,1,NULL,7906
Pennco Tech-Blackwood,1,3,NULL,1172
Princeton Theological Seminary,4,2,NULL,NULL
Princeton University,4,2,0.0714,5260
Rabbinical College of America,3,2,0.7368,258
Ramapo College of New Jersey,4,1,0.5324,5425
Robert Fiance Beauty Schools,1,3,NULL,185
Rider University,4,2,0.6901,4039
Roman Academy of Beauty Culture,1,3,NULL,40
Rutgers University-Camden,4,1,0.5838,4830
Rutgers University-New Brunswick,4,1,0.5845,35102
Rutgers University-Newark,4,1,0.6465,7208
St Francis Medical Center-School of Radiologic Technology,1,2,NULL,16
Saint Francis Medical Center School of Nursing,1,2,NULL,58
Saint Peter's University,4,2,0.6731,2424
Salem Community College,2,1,NULL,1021
Seton Hall University,4,2,0.7625,5818
Shore Beauty School,1,3,NULL,124
Saint Elizabeth University,4,2,0.6318,778
Raritan Valley Community College,2,1,0.9862,6177
Stevens Institute of Technology,4,2,0.4356,2956
Stockton University,4,1,0.709,7765
Talmudical Academy-New Jersey,3,2,1,66
Aviation Institute of Maintenance-Teterboro,1,3,NULL,137
Thomas Edison State University,4,1,NULL,12283
The College of New Jersey,4,1,0.4867,6590
Sanford-Brown Institute-Iselin,1,3,NULL,219
Union County College,2,1,NULL,10745
William Paterson University of New Jersey,4,1,0.7429,9279
Olympian Academy of Cosmetology,1,3,NULL,1068
Central New Mexico Community College,2,1,NULL,21455
Navajo Technical University,3,1,NULL,1359
De Wolff College Hair Styling and Cosmetology,1,3,NULL,47
New Mexico State University-Dona Ana,2,1,NULL,5804
Clovis Community College,2,1,NULL,1805
Eastern New Mexico University-Main Campus,4,1,0.4983,3627
Eastern New Mexico University-Roswell Campus,2,1,NULL,1629
Institute of American Indian and Alaska Native Culture and Arts Development,4,1,1,263
New Mexico Highlands University,4,1,NULL,2128
New Mexico Junior College,2,1,NULL,1719
New Mexico Military Institute,2,1,0.4036,428
University of New Mexico-Gallup Campus,2,1,NULL,2000
New Mexico Institute of Mining and Technology,4,1,0.2445,1502
University of New Mexico-Los Alamos Campus,2,1,NULL,713
University of New Mexico-Main Campus,4,1,0.5788,19886
New Mexico State University-Alamogordo,2,1,NULL,892
New Mexico State University-Carlsbad,2,1,NULL,674
New Mexico State University-Grants,2,1,NULL,330
New Mexico State University-Main Campus,4,1,0.6576,11887
University of New Mexico-Valencia County Campus,2,1,NULL,1592
Northern New Mexico College,4,1,NULL,828
San Juan College,2,1,NULL,5669
Santa Fe Community College,2,1,NULL,3401
Santa Fe University of Art and Design,3,3,0.9984,857
University of the Southwest,4,2,NULL,446
Southwestern College,4,2,NULL,NULL
Southwestern Indian Polytechnic Institute,2,1,NULL,397
University of New Mexico-Taos Campus,2,1,NULL,848
Mesalands Community College,2,1,NULL,563
Vogue College of Cosmetology-Santa Fe,1,3,NULL,88
Western New Mexico University,4,1,NULL,1866
Vaughn College of Aeronautics and Technology,4,2,0.7393,1525
Adelphi University,4,2,0.7219,4813
SUNY Adirondack,2,1,NULL,3301
Globe Institute of Technology,3,3,NULL,446
Bryant & Stratton College-Albany,3,3,NULL,418
Albany College of Pharmacy and Health Sciences,4,2,0.6587,1001
Albany Law School,4,2,NULL,NULL
Albany Medical College,4,2,NULL,NULL
Alfred University,4,2,0.6841,1754
Allen School-Brooklyn,1,3,NULL,373
The Ailey School,1,2,0.5714,106
American Academy of Dramatic Arts-New York,2,2,0.7487,261
American Academy McAllister Institute of Funeral Service,2,2,NULL,493
Joffrey Ballet School,1,3,0.7582,292
American Musical and Dramatic Academy,3,2,0.2184,1509
Apex Technical School,1,3,NULL,1152
Arnot Ogden Medical Center,1,2,0.8,64
Associated Beth Rivkah Schools,1,2,0.8871,179
Austin's School of Spa Technology,1,3,NULL,262
Bank Street College of Education,4,2,NULL,NULL
Bard College,4,2,0.3217,1976
Barnard College,3,2,0.1962,2536
Berk Trade and Business School,1,3,NULL,295
Berkeley College-New York,3,3,NULL,4368
Beth Hatalmud Rabbinical College,3,2,1,25
Beth Hamedrash Shaarei Yosher Institute,3,2,0.5,44
Phillips School of Nursing at Mount Sinai Beth Israel,2,2,0.25,254
Brittany Beauty Academy,1,3,NULL,114
Boricua College,4,2,NULL,925
Bramson ORT College,2,2,NULL,480
Briarcliffe College,3,3,NULL,1355
Brittany Beauty Academy,1,3,NULL,114
American Beauty School,1,3,NULL,185
Brooklyn Law School,4,2,NULL,NULL
SUNY Broome Community College,2,1,NULL,5501
Bryant & Stratton College-Amherst,3,3,NULL,306
Bryant & Stratton College-Syracuse North,3,3,NULL,328
Bryant & Stratton College-Syracuse,2,3,NULL,479
Bryant & Stratton College-Buffalo,3,3,NULL,497
Bryant & Stratton College-Greece,3,3,NULL,353
Canisius College,4,2,0.8698,2552
Capri Cosmetology Learning Centers,1,3,NULL,210
St Paul's School of Nursing-Queens,2,3,NULL,517
Cayuga County Community College,2,1,NULL,2454
Cazenovia College,3,2,0.8149,1050
Central Yeshiva Tomchei Tmimim Lubavitz,4,2,0.9839,513
Cheryl Fells School of Business,1,3,NULL,57
Christ the King Seminary,4,2,NULL,NULL
Christine Valmy International School for Esthetics Skin Care & Makeup,1,3,NULL,329
Circle in the Square Theatre School,1,2,0.6333,59
Clarkson University,4,2,0.6806,3153
Clinton Community College,2,1,NULL,1170
Cochran School of Nursing,2,2,NULL,89
Colgate Rochester Crozer Divinity School,4,2,NULL,NULL
Colgate University,4,2,0.2736,2834
Metropolitan College of New York,4,2,0.5285,779
Columbia University in the City of New York,4,2,0.0661,8102
Columbia-Greene Community College,2,1,NULL,1261
Empire Beauty School-Queens,1,3,NULL,133
Concordia College,4,2,0.7139,886
Continental School of Beauty Culture-Buffalo,1,3,NULL,95
Continental School of Beauty Culture-Batavia,1,3,NULL,37
Continental School of Beauty Culture-Rochester,1,3,NULL,259
Cooper Union for the Advancement of Science and Art,4,2,NULL,873
Cornell University,4,2,0.1507,14226
Weill Medical College of Cornell University,4,2,NULL,NULL
SUNY Corning Community College,2,1,NULL,2558
Pomeroy College of Nursing at Crouse Hospital,2,2,0.4638,299
Culinary Institute of America,3,2,0.9217,2859
CUNY Bernard M Baruch College,4,1,0.3244,14896
CUNY Borough of Manhattan Community College,2,1,NULL,26560
CUNY Bronx Community College,2,1,NULL,10483
CUNY Brooklyn College,4,1,0.3731,13172
College of Staten Island CUNY,4,1,0.9758,12321
CUNY City College,4,1,0.4297,12468
CUNY Graduate School and University Center,4,1,NULL,1463
CUNY Hostos Community College,2,1,NULL,6722
CUNY Hunter College,4,1,0.3866,15465
CUNY John Jay College of Criminal Justice,4,1,0.3655,12545
CUNY Kingsborough Community College,2,1,NULL,12847
CUNY LaGuardia Community College,2,1,NULL,16047
CUNY Lehman College,4,1,0.2995,9874
CUNY Medgar Evers College,3,1,0.9916,6257
CUNY New York City College of Technology,3,1,0.7371,16297
CUNY Queens College,4,1,0.4044,15148
CUNY Queensborough Community College,2,1,NULL,13692
CUNY School of Law,4,1,NULL,NULL
CUNY York College,4,1,0.405,7264
CVPH Medical Center School of Radiologic Technology,1,2,0.3429,24
D'Youville College,4,2,0.7262,1707
Daemen College,4,2,0.5066,1968
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,3,2,0.4074,34
Dominican College of Blauvelt,4,2,0.7147,1534
Dowling College,4,2,NULL,1152
Dutchess Community College,2,1,NULL,6331
Belanger School of Nursing,2,2,0.2941,127
Elmira Business Institute,2,3,NULL,327
Elmira College,4,2,0.7616,1252
Erie Community College,2,1,NULL,10027
Fashion Institute of Technology,4,1,0.4098,8229
Finger Lakes Community College,2,1,NULL,3906
Five Towns College,4,3,0.6025,628
Fordham University,4,2,0.4757,8701
The International Culinary Center,1,3,NULL,470
Fulton-Montgomery Community College,2,1,NULL,1961
Gemological Institute of America-New York,1,2,NULL,179
The General Theological Seminary,4,2,NULL,NULL
Genesee Community College,2,1,NULL,3715
Brittany Beauty Academy,1,3,NULL,56
Hamilton College,3,2,0.2481,1861
Hartwick College,3,2,0.8076,1384
Helene Fuld College of Nursing,3,2,NULL,459
Herkimer County Community College,2,1,NULL,2125
Hilbert College,4,2,0.817,874
Hobart William Smith Colleges,4,2,0.565,2257
Hofstra University,4,2,0.6106,6716
Houghton College,4,2,0.9457,1014
Hudson Valley Community College,2,1,NULL,8243
Hunter Business School,1,3,NULL,893
Institute of Audio Research,1,3,NULL,351
Iona College,4,2,0.9121,3018
Isabella Graham Hart School of Practical Nursing,1,2,NULL,57
Island Drafting and Technical Institute,2,3,NULL,112
Ithaca College,4,2,0.6703,6279
Jamestown Community College,2,1,NULL,2890
Jamestown Business College,3,3,0.9225,296
Jefferson Community College,2,1,NULL,2854
Jewish Theological Seminary of America,4,2,0.5189,152
The Juilliard School,4,2,0.0643,489
SBI Campus-An Affiliate of Sanford-Brown,2,3,NULL,128
Kehilath Yakov Rabbinical Seminary,3,2,NULL,147
Keuka College,4,2,0.7668,1716
LIM College,4,3,0.9056,1515
Le Moyne College,4,2,0.6176,2769
LIU Brooklyn,4,2,0.909,4568
Long Island University,4,2,0.8058,3443
Long Island Beauty School-Hempstead,1,3,NULL,129
Long Island Business Institute,2,3,NULL,566
LIU Hudson at Rockland,4,2,NULL,NULL
LIU Brentwood,4,2,NULL,10
Machzikei Hadath Rabbinical College,3,2,1,153
Mandl School-The College of Allied Health,2,3,NULL,722
Manhattan College,4,2,0.6685,3576
Manhattan School of Music,4,2,0.4607,410
Manhattanville College,4,2,0.7411,1744
Maria College of Albany,3,2,0.4608,824
Marion S Whelan School of Nursing of Geneva General Hospital,1,2,1,30
Marist College,4,2,0.4496,5206
Marymount Manhattan College,3,2,0.8381,1875
Medaille College,4,2,0.6919,1521
St. Peter's Hospital College of Nursing,2,2,0.6,119
Memorial Hospital School of Radiation Therapy Technology,1,2,NULL,15
Mercy College,4,2,0.6569,6410
Mesivta Torah Vodaath Rabbinical Seminary,4,2,0.8,250
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,3,2,0.5,24
Mesivtha Tifereth Jerusalem of America,4,2,0.8333,49
Southern Westchester BOCES-Practical Nursing Program,1,1,0.3561,172
Midway Paris Beauty School,1,3,NULL,93
Mildred Elley School-Albany Campus,2,3,NULL,731
Mirrer Yeshiva Cent Institute,4,2,0.8571,145
Modern Welding School,1,3,NULL,74
Mohawk Valley Community College,2,1,NULL,4613
Molloy College,4,2,0.7552,3373
Monroe College,4,3,0.453,5993
Monroe Community College,2,1,NULL,13385
Mount Saint Mary College,4,2,0.8957,2140
College of Mount Saint Vincent,4,2,0.8606,1586
Icahn School of Medicine at Mount Sinai,4,2,NULL,NULL
Nassau Community College,2,1,NULL,19444
Nazareth College,4,2,0.7555,2078
Neighborhood Playhouse School of the Theater,1,2,0.7742,81
The College of New Rochelle,4,2,0.7339,2967
The New School,4,2,0.6662,6752
The New School Center for Media,1,3,NULL,59
Northeast College of Health Sciences,4,2,NULL,NULL
Star Career Academy-New York,1,3,NULL,478
New York Law School,4,2,NULL,NULL
New York Medical College,4,2,NULL,NULL
New York School for Medical and Dental Assistants,1,3,NULL,302
New York Theological Seminary,4,2,NULL,NULL
New York University,4,2,0.3207,25314
Niagara County Community College,2,1,NULL,4718
Niagara University,4,2,0.8474,3133
Empire Beauty School-Peekskill,1,3,NULL,42
North Country Community College,2,1,NULL,905
New York College of Podiatric Medicine,4,2,NULL,NULL
New York Institute of Technology,4,2,0.6777,3951
New York School of Interior Design,4,2,0.4194,334
Nyack College,4,2,0.9857,1540
Ohr Hameir Theological Seminary,3,2,1,126
Onondaga Community College,2,1,NULL,8009
Orange County Community College,2,1,NULL,5354
Otsego Area BOCES-Practical Nursing Program,1,1,NULL,44
Pace University,4,2,0.8383,8371
Paul Smiths College of Arts and Science,3,2,0.6878,885
Continental School of Beauty Culture-West Seneca,1,3,NULL,103
Plaza College,3,3,0.2922,732
Davis College,3,2,0.4322,231
Pratt Institute-Main,4,2,0.5739,3356
Professional Business College,2,2,NULL,0
Rabbinical Academy Mesivta Rabbi Chaim Berlin,4,2,1,158
Rabbinical College Bobover Yeshiva Bnei Zion,4,2,NULL,286
Rabbinical College of Ch'san Sofer New York,4,2,0.6667,20
Rabbinical College Beth Shraga,3,2,0.9545,43
Rabbinical College of Long Island,3,2,0.8,152
Rabbinical Seminary of America,4,2,0.9891,243
Rensselaer Polytechnic Institute,4,2,0.4187,5781
Ridley-Lowell Business & Technical Institute-Binghamton,1,3,NULL,112
Roberts Wesleyan College,4,2,0.6632,1282
Rochester Institute of Technology,4,2,0.5727,12873
University of Rochester,4,2,0.3382,6125
Rockefeller University,4,2,NULL,NULL
Rockland Community College,2,1,NULL,6040
Empire Beauty School-Manhattan,1,3,NULL,566
Russell Sage College,4,2,0.5391,1605
St Bernard's School of Theology and Ministry,4,2,NULL,NULL
St Bonaventure University,4,2,0.6599,1637
St Francis College,4,2,0.7878,2578
St. Joseph's College of Nursing,2,2,0.3333,287
St Lawrence University,4,2,0.4617,2347
The College of Saint Rose,4,2,0.8176,2626
St. Thomas Aquinas College,4,2,0.7888,1170
Samaritan Hospital School of Nursing,2,2,1,147
Sarah Lawrence College,4,2,0.5338,1283
Schenectady County Community College,2,1,NULL,3299
Sh'or Yoshuv Rabbinical College,4,2,0.3016,102
Siena College,4,2,0.7602,3062
Skidmore College,4,2,0.365,2619
St. Joseph's College-New York,4,2,0.6792,3833
Saint Vladimirs Orthodox Theological Seminary,4,2,NULL,NULL
Spanish-American Institute,0,2,NULL,0
Saint Elizabeth College of Nursing,2,2,0.5,206
Saint John Fisher College,4,2,0.6236,2782
St Paul's School of Nursing-Staten Island,2,3,NULL,546
St. John's University-New York,4,2,0.6493,11244
New York Career Institute,2,3,NULL,420
Branford Hall Career Institute-Bohemia Campus,1,3,NULL,479
Sullivan County Community College,2,1,NULL,1079
SUNY College of Technology at Alfred,3,1,0.568,3669
SUNY College of Technology at Canton,3,1,0.8473,3041
SUNY College of Technology at Delhi,3,1,0.5426,3234
SUNY College of Agriculture and Technology at Cobleskill,3,1,0.7335,2420
Farmingdale State College,3,1,0.4401,7977
SUNY Morrisville,3,1,0.5827,2694
SUNY at Albany,4,1,0.5644,12698
Binghamton University,4,1,0.4249,13465
University at Buffalo,4,1,0.5999,19692
Stony Brook University,4,1,0.4099,16583
SUNY College of Environmental Science and Forestry,4,1,0.5195,1746
SUNY Polytechnic Institute,4,1,0.6046,1950
SUNY Brockport,4,1,0.5267,6997
SUNY Buffalo State,4,1,0.6231,9018
SUNY Cortland,4,1,0.5084,6276
SUNY at Fredonia,4,1,0.5925,4542
SUNY College at Geneseo,4,1,0.7274,5548
State University of New York at New Paltz,4,1,0.4151,6498
SUNY Oneonta,4,1,0.4872,5825
SUNY College at Oswego,4,1,0.5101,7046
SUNY College at Potsdam,4,1,0.7391,3595
SUNY at Purchase College,4,1,0.408,3914
SUNY College of Optometry,4,1,NULL,NULL
SUNY College at Old Westbury,4,1,0.5009,3998
SUNY College at Plattsburgh,4,1,0.4969,5272
SUNY Downstate Health Sciences University,4,1,NULL,347
SUNY Empire State College,4,1,NULL,9825
SUNY Maritime College,4,1,0.6833,1667
Upstate Medical University,4,1,NULL,217
Swedish Institute a College of Health Sciences,2,3,NULL,886
Syracuse University,4,2,0.4833,14620
Talmudical Seminary Oholei Torah,3,2,1,349
Talmudical Institute of Upstate New York,3,2,NULL,9
Teachers College at Columbia University,4,2,NULL,NULL
Technical Career Institutes,2,3,NULL,2081
Tompkins Cortland Community College,2,1,NULL,2706
Torah Temimah Talmudical Seminary,3,2,1,89
Touro College,4,2,0.3412,5965
Trocaire College,3,2,0.5033,1230
Excelsior College,4,2,NULL,39735
Ulster County Community College,2,1,NULL,1895
Sanford-Brown Institute-New York,1,3,NULL,521
Union College,3,2,0.3831,2206
Union Theological Seminary in the City of New York,4,2,NULL,NULL
United Talmudical Seminary,4,2,NULL,2096
United States Merchant Marine Academy,4,1,0.2172,904
United States Military Academy,3,1,0.1015,4348
Utica College,4,2,0.829,3041
Utica School of Commerce,2,3,NULL,107
Vassar College,4,2,0.2573,2414
Villa Maria College,3,2,0.8476,541
School of Visual Arts,4,3,0.7533,3581
Wagner College,4,2,0.685,1748
Webb Institute,3,2,0.3619,91
Wells College,3,2,0.627,548
The College of Westchester,3,3,0.9153,962
SUNY Westchester Community College,2,1,NULL,11689
Westchester School of Beauty Culture,1,3,NULL,76
Wood Tobe-Coburn School,2,3,0.9259,296
Word of Life Bible Institute,1,2,NULL,605
Yeshiva Karlin Stolin,3,2,1,136
Yeshivat Mikdash Melech,4,2,1,16
Yeshiva Derech Chaim,4,2,0.6207,95
Yeshiva of Nitra Rabbinical College,4,2,NULL,220
Yeshiva Shaar Hatorah,4,2,0.8049,66
Yeshiva University,4,2,0.8049,2740
Yeshivath Viznitz,4,2,1,510
Yeshivath Zichron Moshe,4,2,1,147
College of the Albemarle,2,1,NULL,1562
The Art Institute of Charlotte,3,3,NULL,839
South Piedmont Community College,2,1,NULL,1649
Appalachian State University,4,1,0.6638,16126
Asheville-Buncombe Technical Community College,2,1,NULL,5113
Barton College,4,2,0.4178,975
Beaufort County Community College,2,1,NULL,1298
Belmont Abbey College,3,2,0.6787,1482
Bennett College,3,2,0.9486,508
Bladen Community College,2,1,NULL,1064
Blue Ridge Community College,2,1,NULL,1628
Brevard College,3,2,0.4106,725
Brunswick Community College,2,1,NULL,1230
Cabarrus College of Health Sciences,3,2,0.9375,423
Caldwell Community College and Technical Institute,2,1,NULL,2032
Campbell University,4,2,0.735,4401
Cape Fear Community College,2,1,NULL,8067
Carolina School of Broadcasting,1,3,0.6667,55
Carteret Community College,2,1,NULL,1176
Catawba College,4,2,0.3179,1254
Catawba Valley Community College,2,1,NULL,4165
South College-Asheville,3,3,1,352
Central Carolina Community College,2,1,NULL,3656
Central Piedmont Community College,2,1,NULL,17922
Chowan University,4,2,0.6175,1514
Cleveland Community College,2,1,NULL,1799
Coastal Carolina Community College,2,1,NULL,3930
Craven Community College,2,1,NULL,2840
Davidson-Davie Community College,2,1,NULL,3127
Davidson College,3,2,0.2213,1779
Duke University,4,2,0.1142,6501
Durham Technical Community College,2,1,NULL,3767
East Carolina University,4,1,0.6904,21697
Edgecombe Community College,2,1,NULL,2002
Elizabeth City State University,4,1,0.6995,1505
Elon University,4,2,0.572,5903
Fayetteville Technical Community College,2,1,NULL,9667
Fayetteville State University,4,1,0.6039,5087
Forsyth Technical Community College,2,1,NULL,7677
Gardner-Webb University,4,2,0.5269,2626
Gaston College,2,1,NULL,5199
Greensboro College,4,2,0.7525,758
Guilford College,3,2,0.629,1768
Guilford Technical Community College,2,1,NULL,11290
Halifax Community College,2,1,NULL,942
Haywood Community College,2,1,NULL,1636
Heritage Bible College,3,2,NULL,65
High Point University,4,2,0.7249,4362
Isothermal Community College,2,1,NULL,1267
James Sprunt Community College,2,1,NULL,806
John Wesley University,4,2,0.7692,125
Johnson C Smith University,3,2,0.4563,1371
Johnston Community College,2,1,NULL,2855
Lees-McRae College,3,2,0.665,1032
Lenoir Community College,2,1,NULL,1754
Lenoir-Rhyne University,4,2,0.8435,1412
Leons Beauty School Inc,1,3,NULL,130
Livingstone College,3,2,0.7127,1261
Louisburg College,2,2,0.7825,704
Mars Hill University,4,2,0.6096,1353
Martin Community College,2,1,NULL,351
Mayland Community College,2,1,NULL,674
McDowell Technical Community College,2,1,NULL,682
Mercy School of Nursing,1,1,NULL,49
Meredith College,4,2,0.6002,1651
Methodist University,4,2,0.5594,2173
Miller-Motte College-Wilmington,3,3,NULL,3065
Mitchell Community College,2,1,NULL,2168
Mitchells Academy,1,3,NULL,29
Regina's College of Beauty-Monroe,1,3,NULL,41
Montgomery Community College,2,1,NULL,588
Montreat College,4,2,0.5438,724
University of Mount Olive,4,2,0.5053,3152
College of Wilmington,1,3,NULL,255
Nash Community College,2,1,NULL,2432
North Carolina A & T State University,4,1,0.6048,9036
