INSTNM,HIGHDEG,CONTROL,ADM_RATE,UGDS
University of Puerto Rico-Mayaguez,4,1,0.7603,10914
University of Puerto Rico-Medical Sciences,4,1,NULL,453
University of Puerto Rico at Ponce,3,1,0.7365,3230
University of Puerto Rico-Rio Piedras,4,1,0.2817,12086
Universidad Ana G. Mendez-Carolina Campus,4,2,NULL,12198
Ryder Memorial School for Practical Nursing,1,2,NULL,14
Universidad del Sagrado Corazon,4,2,0.2809,4596
Seminario Evangelico de Puerto Rico,4,2,NULL,NULL
Universidad Central Del Caribe,4,2,0.4444,140
Universidad Politecnica de Puerto Rico,4,2,NULL,3759
Pontifical Catholic University of Puerto Rico-Mayaguez,4,2,0.5631,1391
Universidad Ana G. Mendez-Gurabo Campus,4,2,NULL,14596
College of Micronesia-FSM,2,1,0.9378,2344
Palau Community College,2,1,NULL,602
University of the Virgin Islands,4,1,0.9707,1971
Stanford University,4,2,0.0509,7018
Purdue University-Main Campus,4,1,0.5929,29977
Blue Hills Regional Technical School,1,1,0.6667,56
Parker University,4,2,NULL,229
EDP University of Puerto Rico Inc-San Juan,4,2,0.7634,1462
ICPR Junior College,2,3,NULL,688
ITT Technical Institute-Sylmar,3,3,0.9735,607
ITT Technical Institute-Westminster,3,3,0.9681,212
Widener University-Delaware Law School,4,2,NULL,89
City College-Fort Lauderdale,3,2,NULL,571
Meridian College,2,3,NULL,182
Georgia State University-Perimeter College,2,1,0.5134,19025
Georgia Piedmont Technical College,2,1,NULL,3409
The Beauty Institute Schwarzkopf Professional-Coeur D'Alene,1,3,NULL,92
Cortiva Institute-Chicago,1,3,NULL,139
ETI School of Skilled Trades,1,3,NULL,294
Trend Setters' Academy of Beauty Culture-Elizabethtown,1,3,NULL,69
Traxlers School of Hair,1,3,NULL,41
Jones Hair Design College,1,3,NULL,111
Vatterott College-Berkeley,2,3,NULL,1417
Metro Business College-Rolla,2,3,NULL,76
Metro Business College-Jefferson City,2,3,NULL,125
Warren County Community College,2,1,NULL,1740
St. John's College,4,2,0.815,340
Yeshiva and Kollel Harbotzas Torah,3,2,NULL,31
Bais Medrash Elyon,4,2,NULL,67
Antioch University-Los Angeles,4,2,NULL,167
Antioch University-Santa Barbara,4,2,NULL,165
Antioch University-New England,4,2,NULL,NULL
Antioch University-Seattle,4,2,NULL,164
Antioch University,4,2,NULL,81
Mid-America Christian University,4,2,NULL,2044
Miller-Motte College-Platt College-Tulsa,3,3,NULL,276
Ponca City Beauty College,1,3,NULL,72
Francis Tuttle Technology Center,1,1,NULL,977
Career Point College,2,3,NULL,236
Central Technology Center,1,1,NULL,192
Carrington College-Portland,2,3,1,100
Career Technology Center of Lackawanna County,1,1,NULL,76
Brightwood College-Nashville,2,3,NULL,368
Brightwood College-El Paso,2,3,NULL,566
Houston Graduate School of Theology,4,2,NULL,NULL
Palo Alto College,2,1,NULL,6678
Sebring Career Schools-Huntsville,1,3,NULL,38
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,1,3,NULL,69
Central Texas Beauty College-Round Rock,1,3,NULL,78
Empire Beauty School-Manitowoc,1,3,NULL,58
Unification Theological Seminary,4,2,NULL,33
Athens Technical College,2,1,NULL,4002
GateWay Community College-Central City,1,1,NULL,798
Carrington College-San Leandro Campus,2,3,0.9324,509
Headmasters School of Hair Design,1,3,NULL,38
The Salon Professional Academy-Nampa,1,3,NULL,100
Beckfield College-Florence,3,3,NULL,712
Dorsey College-Wayne,1,3,NULL,139
Ecumenical Theological Seminary,4,2,NULL,24
Ross Medical Education Center-Saginaw,1,3,NULL,167
Sussex County Community College,2,1,NULL,2688
Landmark College,2,2,0.8619,500
National American University-Independence,3,3,NULL,583
Yeshiva Gedolah of Greater Detroit,4,2,0.8333,62
Austin Graduate School of Theology,4,2,NULL,17
Collin County Community College District,2,1,NULL,24532
Owensboro Community and Technical College,2,1,NULL,3013
Heads West Kentucky Beauty College,1,3,NULL,68
Jenny Lea Academy of Cosmetology,1,3,NULL,26
Empire Beauty School-Hurstborne,1,3,NULL,118
Southeast School of Cosmetology,1,3,NULL,35
Cloyd's Beauty School 3 Inc,1,3,NULL,46
Moore Norman Technology Center,1,1,0.6389,428
Fayette County Career & Technical Institute Practical Nursing Program,1,1,NULL,118
Franklin County Career and Technology Center,1,1,NULL,58
Paul Mitchell the School-Knoxville,1,3,NULL,148
Ogle School Hair Skin Nails-Hurst,1,3,NULL,120
FIDM-Fashion Institute of Design & Merchandising-San Diego,2,3,0.5867,142
National American University-Albuquerque,3,3,NULL,352
Tennessee College of Applied Technology Nashville,1,1,NULL,804
ECPI University,4,3,0.7949,10258
Branford Hall Career Institute-Jersey City,1,3,NULL,251
Paul Mitchell the School-Houston,1,3,NULL,328
TDDS Technical Institute,1,3,0.5507,226
Fortis Institute-Forty Fort,2,3,NULL,186
Laurel Business Institute,2,3,0.9391,233
Antonelli Medical and Professional Institute,1,3,NULL,128
Aviation Institute of Maintenance-Philadelphia,1,3,NULL,320
Fortis Institute-Mulberry,1,3,NULL,44
Carrington College-Phoenix East,2,3,0.9677,503
Dorsey College-Roseville,1,3,NULL,480
Moler-Pickens Beauty Academy,1,3,NULL,78
Red River Technology Center,1,1,NULL,147
Brightwood Career Institute-Harrisburg,2,3,NULL,217
ITT Technical Institute-Newburgh,3,3,0.6229,222
Southern Union State Community College,2,1,NULL,4487
South University-Columbia,4,3,NULL,1022
Everest University-Brandon,4,3,NULL,2290
Clinton Technical School,1,1,NULL,22
Consolidated School of Business-Lancaster,2,3,NULL,99
Greene County Career and Technology Center,1,1,0.8529,31
Lac Courte Oreilles Ojibwe College,2,1,NULL,297
Diesel Driving Academy-Shreveport,1,3,NULL,242
Pima Medical Institute-Mesa,2,3,NULL,1038
Platt College-Los Angeles,3,3,NULL,661
Platt College-Aurora,3,3,0.5,209
Purdue University Global-Davenport,4,3,NULL,40335
Purdue University Global-Cedar Falls,4,3,NULL,347
Paul Mitchell the School-Boise,1,3,NULL,142
Christian Life College,3,2,NULL,38
Knowledge Systems Institute,4,2,NULL,NULL
Educators of Beauty College of Cosmetology-Rockford,1,3,NULL,63
ITT Technical Institute-Arlington Heights,3,3,0.9439,233
Northwestern College,2,3,0.8883,737
Tulsa Technology Center-Lemley Campus,1,1,NULL,1287
Tulsa Technology Center-Riverside Campus,1,1,NULL,666
Tulsa Technology Center-Broken Arrow Campus,1,1,NULL,734
Douglas J Aveda Institute,1,3,NULL,826
ITT Technical Institute-Troy,3,3,0.7926,466
Ross Medical Education Center-Brighton,1,3,NULL,131
Ross Medical Education Center-Ann Arbor,1,3,NULL,126
Taylortown School of Beauty Inc,1,3,NULL,172
Pike-Lincoln Technical Center,1,1,NULL,22
West Virginia Junior College-United Career Institute,2,3,NULL,104
Skyline College-Roanoke,3,3,0.68,191
Bethel Seminary-San Diego,4,2,NULL,NULL
St Charles Community College,2,1,NULL,6565
UMass Global,4,2,0.7317,3755
New College of Florida,3,1,0.5987,834
Montana Bible College,3,2,1,77
Arizona Academy of Beauty-North,1,3,NULL,49
Empire Beauty School-Prescott,1,3,NULL,72
Le Cordon Bleu College of Culinary Arts-Scottsdale,3,3,NULL,1566
Conservatory of Recording Arts and Sciences,1,3,NULL,673
Adrian's Beauty College of Turlock,1,3,NULL,133
California Career School,1,3,NULL,136
Dr. Ida Rolf Institute,1,2,NULL,61
Heritage College-Denver,2,3,NULL,482
Empire Beauty School-Highland,1,3,NULL,48
Sunstate Academy,1,3,NULL,342
Elizabeth Grady School of Esthetics and Massage Therapy,1,3,NULL,183
Ross Medical Education Center-Port Huron,1,3,NULL,77
Capri Institute of Hair Design-Clifton,1,3,NULL,241
Raphael's School of Beauty Culture Inc-Alliance,1,3,NULL,110
Metro Technology Centers,1,1,NULL,1106
Heald College-Roseville,2,3,NULL,1045
Hussian College-Daymar College Bowling Green,3,3,NULL,239
Altierus Career College Everett,2,3,NULL,410
Luna Community College,2,1,NULL,754
Grabber School of Hair Design,1,3,NULL,156
Yeshivah Gedolah Rabbinical College,0,2,NULL,52
University of the District of Columbia-David A Clarke School of Law,4,1,NULL,NULL
Raphael's School of Beauty Culture Inc-Brunswick,1,3,NULL,57
Caribbean University-Ponce,4,2,NULL,1037
Caribbean University-Vega Baja,4,2,NULL,460
University of Advancing Technology,4,3,0.8345,784
Paradise Valley Community College,2,1,NULL,6515
Chandler-Gilbert Community College,2,1,NULL,10842
HSHS St. John's Hospital School of Clinical Laboratory Science,1,2,NULL,6
Madison Media Institute,3,3,NULL,371
Sanford-Brown Institute-White Plains,1,3,NULL,47
Sanford-Brown Institute-Garden City,1,3,NULL,717
Great Plains Technology Center,1,1,NULL,240
Roane-Jackson Technical Center,1,1,NULL,33
Total Cosmetology Training Center,1,3,NULL,67
Pioneer Technology Center,1,1,NULL,132
Portage Lakes Career Center,1,1,NULL,102
Eastern College of Health Vocations-New Orleans,1,3,NULL,153
Bell Mar Beauty College,1,3,NULL,76
Cannella School of Hair Design-Chicago,1,3,NULL,50
Caddo Kiowa Technology Center,1,1,NULL,187
Brightwood College-San Antonio-San Pedro,2,3,NULL,574
Center for Instruction Technology & Innovation,1,1,0.65,95
Le Cordon Bleu College of Culinary Arts-Austin,2,3,NULL,643
The Art Institute of New York City,2,3,NULL,898
Paris II Educational Center,1,3,NULL,101
International School of Skin Nailcare & Massage Therapy,1,3,NULL,293
Palomar Institute of Cosmetology,1,3,NULL,121
Southern Oklahoma Technology Center,1,1,NULL,131
Vista College,2,3,NULL,2951
Autry Technology Center,1,1,0.6533,303
Greene County Vocational School District,1,1,NULL,33
Canadian Valley Technology Center,1,1,NULL,385
Wilkes-Barre Area Career and Technical Center Practical Nursing,1,1,0.5889,116
Mayo Clinic Graduate School of Biomedical Sciences,4,2,NULL,NULL
Meridian Technology Center,1,1,NULL,318
Waynesville Career Center,1,1,NULL,54
Connecticut Institute of Hair Design,1,3,NULL,24
Capitol School of Hairstyling and Esthetics,1,3,NULL,116
Morris County Vocational School District,1,1,0.7941,50
Ross Medical Education Center-Roosevelt Park,1,3,NULL,169
Ross Medical Education Center-Kentwood,1,3,NULL,221
South Florida Bible College and Theological Seminary,4,2,NULL,92
Cloyd's Barber School 2 Inc,1,3,NULL,25
Universal Technical Institute of Illinois Inc,1,3,NULL,1403
Pennsylvania College of Technology,3,1,NULL,5565
Commonwealth Institute of Funeral Service,2,2,NULL,228
Delta College of Arts & Technology,2,3,NULL,414
InterCoast Colleges-Santa Ana,2,3,NULL,56
Stone Child College,2,1,NULL,259
New York Academy of Art,4,2,NULL,NULL
Suffolk County Community College,2,1,NULL,22222
Las Positas College,2,1,NULL,8144
Blades School of Hair Design,1,3,NULL,99
Ogeechee Technical College,2,1,NULL,2217
Remington College-Mobile Campus,2,2,0.8063,518
Everest College-Aurora,2,3,NULL,328
Southern Technical College,3,3,NULL,1258
Mercy-St Luke's School of Radiologic Technology,1,2,NULL,23
ITT Technical Institute-Norwood,3,3,0.9176,455
Southwest Acupuncture College-Santa Fe,4,3,NULL,NULL
Northwest Technology Center-Alva,1,1,NULL,107
Mercer County Career Center,1,1,NULL,39
ITT Technical Institute-Knoxville,3,3,0.948,294
ITT Technical Institute-Austin,3,3,0.9778,438
ITT Technical Institute-Houston North,3,3,0.9201,645
California State University-San Marcos,4,1,0.618,11506
Argosy University-Hawaii,4,3,NULL,419
Baptist Theological Seminary at Richmond,4,2,NULL,NULL
Brightwood College-Modesto,2,3,NULL,408
Purdue University Global-Des Moines,4,3,NULL,782
Hairmasters Institute of Cosmetology,1,3,NULL,106
Tricoci University of Beauty Culture LLC-Bloomington,1,3,NULL,65
Pinnacle Career Institute-Lawrence,2,3,NULL,113
Interactive College of Technology-Newport,2,3,NULL,63
Miller-Motte College-McCann-Monroe,2,3,NULL,623
Empire Beauty School-Lowell,1,3,NULL,98
Ross Medical Education Center-Taylor,1,3,NULL,89
McNally Smith College of Music,4,3,0.6483,473
National Tractor Trailer School Inc-Liverpool,1,3,NULL,146
Interactive College of Technology,2,3,NULL,40
Star Career Academy-Brick,1,3,NULL,374
Butler Beauty Academy-New Castle Beauty Academy,1,3,NULL,39
NorthWest Arkansas Community College,2,1,NULL,6568
Madera Beauty College,1,3,NULL,37
Colorado Heights University,4,2,NULL,107
Brewster Technical College,1,1,NULL,195
Hodges University,4,2,0.7429,1680
Everest University-Lakeland,3,3,NULL,367
Argosy University-Atlanta,4,3,NULL,422
University of St. Augustine for Health Sciences,4,3,NULL,NULL
Capital Area School of Practical Nursing,1,1,NULL,139
Hair Professionals Career College,1,3,NULL,95
Alexandria School of Scientific Therapeutics,1,3,1,37
Empire Beauty School-Bloomfield,1,3,NULL,156
Southwest Technology Center,1,1,NULL,67
Western Area Career & Technology Center,1,1,0.7105,76
Hussian College-Daymar College Clarksville,3,3,NULL,513
Nossi College of Art,3,3,0.4891,261
Seguin Beauty School-New Braunfels,1,3,NULL,35
ITT Technical Institute-Norfolk,3,3,0.927,698
Pima Medical Institute-Seattle,2,3,NULL,760
Mineral County Vocational Technical Center,1,1,0.4583,20
Hypnosis Motivation Institute,1,2,NULL,75
Los Angeles ORT College-Los Angeles Campus,2,2,NULL,306
Everest College-West Los Angeles,2,3,NULL,340
Thanh Le College School of Cosmetology,1,3,NULL,41
Southeastern Technical College,2,1,NULL,1349
Massachusetts School of Law,4,2,NULL,NULL
ITT Technical Institute-Albuquerque,3,3,0.7644,402
Alliance Career Center,1,1,NULL,63
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,1,3,NULL,2959
Erwin Technical College,1,1,NULL,751
Rosel School of Cosmetology,1,3,NULL,70
Worsham College of Mortuary Science,2,3,NULL,108
Bryan University,4,3,NULL,318
Oregon College of Oriental Medicine,4,2,NULL,NULL
Central Pennsylvania Institute of Science and Technology,1,1,NULL,243
Northwest Educational Center,1,3,NULL,224
Sebring Career Schools-Houston,1,3,NULL,95
PCI Health Training Center,1,3,NULL,495
Windham Memorial Hospital-Radiologic Technology Program,1,2,NULL,17
Miami-Jacobs Career College-Columbus,2,3,NULL,366
Bryant & Stratton College-Solon,3,3,NULL,471
Hamrick School,1,3,NULL,121
Alabama State College of Barber Styling,1,3,NULL,25
Fortis College,2,3,NULL,352
Arkansas Beauty School,1,3,NULL,20
Everest College-Ontario,1,3,NULL,707
Downey Adult School,1,1,NULL,1210
Heald College-Stockton,2,3,NULL,1025
Heald College-Hayward,2,3,NULL,943
CRU Institute of Cosmetology and Barbering,1,3,NULL,49
Modern Technology School,1,3,0.9545,131
National Career Education,1,3,NULL,141
Everest College-Anaheim,2,3,NULL,443
Thuy Princess Beauty College,1,3,NULL,74
North-West College-Glendale,1,3,1,187
Everest College-City of Industry,2,3,NULL,889
Fremont College,3,3,NULL,387
Pomona Unified School District Adult and Career Education,1,1,NULL,432
Universal College of Beauty Inc-Los Angeles 2,1,3,NULL,20
IBMC College,2,3,NULL,341
Avalon Institute-Aurora,1,3,NULL,62
Academy of Cosmetology,1,3,NULL,137
ITT Technical Institute-Lake Mary,3,3,0.7159,382
Sunstate Academy,1,3,NULL,205
Heritage Institute-Jacksonville,2,3,NULL,285
Fortis College-Smyrna,2,3,NULL,642
Remington College-Honolulu Campus,3,2,0.6356,442
Vatterott College-Des Moines,2,3,NULL,226
Ross College-Davenport,2,3,NULL,369
Pivot Point Academy,1,3,NULL,133
Blalock's Professional Beauty College,1,3,NULL,17
Diesel Driving Academy-Baton Rouge,1,3,NULL,290
Jonesville Beauty School,1,3,NULL,36
New England Hair Academy,1,3,NULL,132
Rob Roy Academy-Worcester,1,3,NULL,176
Upper Cape Cod Regional Technical School,1,1,0.3853,70
All-State Career-Baltimore,1,3,NULL,714
New England School of Communications,3,2,NULL,334
Everest Institute-Kalamazoo,1,3,NULL,168
Adler Graduate School,4,2,NULL,NULL
Academy of Hair Design-Jackson,1,3,NULL,86
KC's School of Hair Design,1,3,NULL,94
Mitchells Hairstyling Academy-Goldsboro,0,3,NULL,14
Lincoln Technical Institute-Moorestown,1,3,NULL,559
MCVSD,1,1,NULL,60
Brightwood College-Las Vegas,2,3,NULL,944
Beauty School of Middletown,1,3,NULL,73
Bryant & Stratton College-Southtowns,3,3,NULL,517
Continental School of Beauty Culture-Olean,1,3,NULL,69
National Tractor Trailer School Inc-Buffalo,1,3,NULL,130
Yeshiva Gedolah Imrei Yosef D'spinka,3,2,NULL,122
Cleveland Institute of Dental-Medical Assistants-Mentor,1,3,NULL,116
Cleveland Institute of Dental-Medical Assistants-Lyndhurst,1,3,NULL,64
Knox County Career Center,1,1,NULL,303
Madison Adult Career Center,1,1,NULL,150
Remington College-Cleveland Campus,2,2,0.7266,510
Brown Mackie College-Findlay,3,3,NULL,369
Toledo Academy of Beauty Culture-East,1,3,NULL,119
Brown & Clermont Adult Career Campuses,1,1,NULL,25
CC's Cosmetology College,1,3,NULL,46
Chisholm Trail Technology Center,1,1,NULL,76
Gordon Cooper Technology Center,1,1,NULL,831
Kiamichi Technology Center-Atoka,1,1,NULL,66
Kiamichi Technology Center-Durant,1,1,NULL,80
Kiamichi Technology Center-Hugo,1,1,NULL,86
Kiamichi Technology Center-McAlester,1,1,NULL,207
Kiamichi Technology Center-Idabel,1,1,NULL,72
Kiamichi Technology Center-Poteau,1,1,NULL,225
Kiamichi Technology Center-Spiro,1,1,NULL,52
Kiamichi Technology Centers-Talihina Campus,1,1,NULL,47
Le Cordon Bleu College of Culinary Arts-Portland,2,3,NULL,452
YTI Career Institute-Altoona,2,3,NULL,334
Eastern Center for Arts and Technology,1,1,0.6154,106
Empire Beauty School-Center City Philadelphia,1,3,NULL,349
CEM College-Humacao,3,3,NULL,695
Colegio Mayor de Tecnologia Inc,1,3,NULL,120
Institucion Chaviano de Mayaguez,1,3,NULL,38
EDIC College,2,3,0.7979,1148
Liceo de Arte-Dise-O y Comercio,1,3,NULL,279
Universal Technology College of Puerto Rico,3,2,NULL,412
Academy of Hair Technology,1,3,NULL,77
Mr Wayne's School of Unisex Hair Design,1,3,NULL,44
The Center for Cosmetology Education,1,3,NULL,51
Queen City College,1,3,NULL,119
College of the Marshall Islands,2,1,0.8827,1078
Lighthouse Career Institute,1,2,NULL,11
American National College,1,3,NULL,25
ITT Technical Institute-San Antonio,3,3,0.9273,502
Remington College-Fort Worth Campus,2,2,0.7568,435
UCAS University of Cosmetology Arts & Sciences,1,3,NULL,34
School of Automotive Machinists & Technology,1,3,0.7714,185
Nuvani Institute,1,3,NULL,49
Nuvani Institute,1,3,NULL,59
Texas College of Cosmetology-Abilene,1,3,NULL,87
Vista College-Online,2,3,NULL,201
Centura College-Newport News,2,3,NULL,211
Centura College-Norfolk,2,3,NULL,226
Virginia Beach City Public Schools School of Practical Nursing,1,1,NULL,36
Northwest College of Art & Design,3,3,0.7662,94
University of Washington-Bothell Campus,4,1,0.7915,4378
University of Washington-Tacoma Campus,4,1,0.8452,3788
Valley College-Beckley,2,3,NULL,331
Valley College-Martinsburg,1,3,NULL,140
Valley College-Princeton,1,3,NULL,89
Bellus Academy-Poway,1,3,NULL,369
Capstone College,1,3,NULL,40
Central Coast College,1,3,0.4696,276
ITT Technical Institute-Torrance,3,3,0.8586,453
Pacific College of Health and Science,4,3,NULL,111
Artistic Nails and Beauty Academy-Tampa,1,3,NULL,183
National Aviation Academy of Tampa Bay,1,3,NULL,605
Cain's Barber College Inc,1,3,NULL,90
Madison Oneida BOCES-Practical Nursing Program,1,1,1,51
College of Health Care Professions,1,3,NULL,41
Center for Advanced Legal Studies,4,3,0.5,200
Houston Training School-Main Campus,1,3,NULL,175
Remington College-Houston Campus,2,2,0.6914,325
Bay Mills Community College,2,1,NULL,547
Fond du Lac Tribal and Community College,2,1,NULL,897
Northwest Indian College,3,1,NULL,609
Marinello Schools of Beauty-Provo,1,3,NULL,49
Provo College,2,3,NULL,364
Paul Mitchell the School-Provo,1,3,NULL,108
University of Phoenix-Utah,4,3,NULL,804
Cortiva Institute-Salt Lake,1,3,NULL,347
CET-Coachella,1,2,NULL,139
CET-Oxnard,1,2,NULL,119
CET-Santa Maria,1,2,NULL,145
Colorado School of Traditional Chinese Medicine,4,3,NULL,NULL
Massage Therapy Institute of Colorado,1,3,NULL,61
Michigan College of Beauty-Troy,1,3,NULL,321
Ogle School Hair Skin Nails-Dallas,1,3,NULL,157
Phoenix Seminary,4,2,NULL,NULL
Faust Institute of Cosmetology-Spirit Lake,1,3,NULL,14
Seattle Vocational Institute,1,1,NULL,188
Baker College of Port Huron,3,2,NULL,794
Empire Beauty School-Hyannis,1,3,NULL,72
Brookstone College-Greensboro,1,3,NULL,181
Cheeks Beauty Academy,1,3,NULL,39
Cheeks International Academy of Beauty Culture-Greeley,1,3,NULL,38
Colorado School of Healing Arts,2,3,NULL,175
Westwood College-Aurora Campus,3,3,NULL,236
Healing Arts Institute,1,3,NULL,53
ITT Technical Institute-San Bernardino,3,3,0.9476,686
Los Angeles ORT College-Van Nuys Campus,2,2,NULL,317
University of Phoenix-Puerto Rico,4,3,NULL,307
Mt. Diablo Adult Education-Mt. Diablo USD,1,1,NULL,129
Royale College of Beauty and Barbering,1,3,NULL,76
Westech College,1,3,NULL,456
Greater Lowell Technical School,1,1,0.5333,80
Academy of Hair Design-Pearl,1,3,NULL,50
King's College,2,3,0.9757,395
Miller-Motte Technical College-Clarksville,2,3,NULL,404
Genesis Career College-Lebanon,1,3,NULL,202
Brightwood College-Dallas,2,3,NULL,435
Star College of Cosmetology 2,1,3,NULL,100
Southwest Collegiate Institute for the Deaf,2,1,NULL,114
Fortis College-Richmond,2,3,NULL,491
Midwest College of Oriental Medicine-Racine,4,3,NULL,20
Hacienda La Puente Adult Education,1,1,NULL,3980
La Belle Beauty Academy,1,3,NULL,403
Advanced Technical Centers,1,2,NULL,31
Hawaii Community College,2,1,NULL,2633
Regency Beauty Institute-Winston-Salem,1,3,NULL,104
Robert Fiance Beauty Schools-North Plainfield,1,3,NULL,196
Long Island Beauty School-Hauppauge,1,3,NULL,249
Buckeye Joint Vocational School,1,1,NULL,95
Sandusky Career Center,1,1,NULL,82
Greater Altoona Career & Technology Center,1,1,NULL,236
Northeastern Hospital School of Nursing,1,2,NULL,70
Central Texas Beauty College-Temple,1,3,NULL,99
Dance Theatre of Harlem Inc,1,2,0.2586,3
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,1,1,NULL,134
Empire Beauty School-Brooklyn,1,3,NULL,125
Houston Training School-Gulfgate,1,3,NULL,282
Star Career Academy-Philadelphia,1,3,NULL,879
Antonelli College-Hattiesburg,2,3,NULL,209
Eastern New Mexico University Ruidoso Branch Community College,2,1,NULL,468
Beacon College,3,2,0.5901,223
Acupuncture and Integrative Medicine College-Berkeley,4,2,NULL,NULL
Estrella Mountain Community College,2,1,NULL,7735
Heartland Community College,2,1,NULL,4326
University of the Potomac-Washington DC Campus,4,3,NULL,253
Rabbi Jacob Joseph School,3,2,1,84
Sanford-Brown Institute-Ft Lauderdale,2,3,NULL,427
The Salon Professional Academy-Melbourne,1,3,NULL,74
Fortis Institute-Scranton,2,3,NULL,385
Milan Institute of Cosmetology,1,3,NULL,135
Everglades University,4,2,0.8588,1284
Seminar L'moros Bais Yaakov,1,2,0.6214,281
Herzing University-Orlando,3,3,1,430
Emil Fries Piano Hospital and Training Center,1,2,NULL,5
Fairview Beauty Academy,1,3,NULL,52
Cortiva Institute,2,3,NULL,203
National College-Nashville,2,3,NULL,512
College of Biblical Studies-Houston,3,2,NULL,482
Inner State Beauty School,1,3,NULL,133
Virginia College-Pensacola,2,3,NULL,384
Mid-EastCTC-Adult Education,1,1,NULL,305
Everest University-South Orlando,4,3,NULL,22340
Polaris Career Center,1,1,NULL,248
P&A Scholars Beauty School,1,3,NULL,305
Rensselaer BOCES-Practical Nursing Program,1,1,0.75,50
ASM Beauty World Academy,1,3,NULL,328
The Salter School-Tewksbury Campus,1,3,NULL,252
Sharp's Academy of Hairstyling,1,3,NULL,38
The College of Health Care Professions-Northwest,2,3,NULL,1172
School of Professional Horticulture New York Botanical Garden,1,2,NULL,6
Fortis College,1,3,NULL,287
Volunteer Beauty Academy-Madison,1,3,NULL,27
Watkins College of Art Design & Film,3,2,0.2636,288
Chicago ORT Technical Institute,2,2,NULL,433
Alhambra Beauty College,1,3,NULL,92
UEI College-Gardena,1,3,NULL,1487
Asian-American International Beauty College,1,3,NULL,173
Avance Beauty College,1,3,NULL,60
Colton-Redlands-Yucaipa Regional Occupational Program,1,1,NULL,80
Copper Mountain Community College,2,1,NULL,1373
Diversified Vocational College,1,3,NULL,679
Bristol University,2,3,NULL,49
UEI College-Fresno,1,3,NULL,1418
Mt Sierra College,3,3,NULL,466
Wyotech-Long Beach,2,3,NULL,1136
Santiago Canyon College,2,1,NULL,10634
Southern California Institute of Technology,3,3,NULL,526
Soka University of America,3,2,0.4346,411
Summit College,1,3,NULL,663
Advance Beauty College,1,3,NULL,474
World Mission University,4,2,0.7778,139
Yo San University of Traditional Chinese Medicine,4,2,NULL,NULL
Coast Career Institute,1,3,NULL,212
Cannella School of Hair Design-Blue Island,1,3,NULL,54
John Amico School of Hair Design,1,3,NULL,194
Delta College Inc,1,3,NULL,186
Colorado Technical University-Sioux Falls,4,3,NULL,93
Southwest University of Visual Arts-Albuquerque,3,3,NULL,202
Tri-State Cosmetology Institute,1,3,NULL,173
Widener University-Commonwealth Law School,4,2,NULL,NULL
Volunteer Beauty Academy-Nashville,1,3,NULL,45
Frontier Community College,2,1,NULL,293
Lincoln Trail College,2,1,NULL,564
Wabash Valley College,2,1,NULL,886
American Institute of Interior Design,1,3,NULL,28
Brookline College-Tempe,2,3,NULL,404
Baker College of Auburn Hills,4,2,NULL,2668
Baker College of Clinton Township,4,2,NULL,3588
Inter American University of Puerto Rico-School of Optometry,4,2,NULL,NULL
Schiller International University,4,3,NULL,39
Vatterott College-Springfield,2,3,NULL,391
Vatterott College-Joplin,2,3,NULL,319
Vatterott College-Kansas City,2,3,NULL,490
Coconino Community College,2,1,NULL,2837
Sanford-Brown College-Houston,2,3,NULL,671
Sanford-Brown Institute-Jacksonville,2,3,NULL,340
Sanford-Brown College-Dallas,2,3,NULL,490
Baker College of Cadillac,3,2,NULL,1326
Emma's Beauty Academy-Juana Diaz,1,3,NULL,391
Brillare Beauty Institute,1,2,NULL,58
Columbia Central University-Yauco,3,3,NULL,407
Pima Medical Institute-Denver,2,3,NULL,937
ASA College,2,3,NULL,4437
Ohio State School of Cosmetology-Heath,1,3,NULL,117
Ohio State School of Cosmetology,1,3,NULL,82
Yeshivas Novominsk,3,2,1,129
Southern Careers Institute-Corpus Christi,1,3,NULL,314
Kiamichi Technology Center-Stigler,1,1,NULL,21
Rabbinical College of Ohr Shimon Yisroel,3,2,0.8,164
Carroll Community College,2,1,NULL,3370
University of Phoenix-New Mexico,4,3,NULL,1238
Galen College of Nursing-Tampa Bay,2,3,NULL,862
Galen College of Nursing-San Antonio,2,3,NULL,1097
Sarasota School of Massage Therapy,1,3,NULL,95
Westwood College-Dupage,3,3,NULL,157
Wright Career College,3,2,NULL,1391
Daymar College-Louisville,3,3,NULL,21
Schuyler Steuben Chemung Tioga Allegany BOCES,1,1,NULL,144
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,1,1,0.6667,27
DCI Career Institute,1,3,NULL,94
Central Susquehanna Intermediate Unit LPN Career,1,1,0.5294,92
Myotherapy College of Utah,1,3,NULL,84
Graham Webb International Academy of Hair,1,3,NULL,142
City College-Gainesville,3,2,NULL,510
Arizona State University-West,4,1,0.778,3280
Cortiva Institute-Westport,1,3,NULL,115
ITT Technical Institute-Jacksonville,3,3,0.8137,603
G Skin & Beauty Institute,1,3,NULL,292
Cosmetology Training Center,1,3,NULL,116
Stage One-The Hair School,1,3,NULL,103
Empire Beauty School-Malden,1,3,NULL,134
